m	p	s	samples	purity	coverage	width	ARI	RI	recall	precision
m5	mS	7	3	1.0	10000	0.00675717435897	1.0	1.0	1.0	1.0
m5	mS	7	3	1.0	1000	0.0213493953846	1.0	1.0	1.0	1.0
m5	mS	7	3	1.0	200	0.0476003194444	0.956535713764	0.991596638655	1.0	0.925373134328
m5	mS	7	3	1.0	500	0.0299946035897	1.0	1.0	1.0	1.0
m5	mS	8	1	0.5	10000	0.00453909888889	1.0	1.0	1.0	1.0
m5	mS	8	1	0.5	1000	0.01766363125	0.854474550332	0.973376623377	1.0	0.768361581921
m5	mS	8	1	0.5	200	0.0418581904762	0.787145818936	0.958441558442	1.0	0.68
m5	mS	8	1	0.5	500	0.0247356479167	0.818255502213	0.965584415584	1.0	0.719576719577
m5	mS	8	1	0.8	10000	0.00601378205128	0.995953969839	0.999350649351	0.992647058824	1.0
m5	mS	8	1	0.8	1000	0.0196365	0.920835414035	0.986363636364	1.0	0.866242038217
m5	mS	8	1	0.8	200	0.0498272857143	0.792661952991	0.95974025974	1.0	0.686868686869
m5	mS	8	1	0.8	500	0.0261775560606	0.920835414035	0.986363636364	1.0	0.866242038217
m5	mS	8	1	1.0	10000	0.00631139285714	0.995953969839	0.999350649351	0.992647058824	1.0
m5	mS	8	1	1.0	1000	0.02137395	0.920835414035	0.986363636364	1.0	0.866242038217
m5	mS	8	1	1.0	200	0.0521877291667	0.902890958479	0.983116883117	0.992647058824	0.84375
m5	mS	8	1	1.0	500	0.0276425527778	0.946051446302	0.990909090909	1.0	0.906666666667
m5	mS	8	2	0.5	10000	0.00375506145833	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	2	0.5	1000	0.0119956869792	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	2	0.5	200	0.0286977841667	0.916807449024	0.985714285714	0.992647058824	0.865384615385
m5	mS	8	2	0.5	500	0.0171814833333	0.920835414035	0.986363636364	1.0	0.866242038217
m5	mS	8	2	0.8	10000	0.00434613796296	1.0	1.0	1.0	1.0
m5	mS	8	2	0.8	1000	0.0138336269608	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	2	0.8	200	0.0366766020833	0.917322296625	0.985714285714	1.0	0.860759493671
m5	mS	8	2	0.8	500	0.0220439482143	0.938733290898	0.98961038961	1.0	0.894736842105
m5	mS	8	2	1.0	10000	0.00493425980392	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	2	1.0	1000	0.0153990989583	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	2	1.0	200	0.035595385119	0.913830853517	0.985064935065	1.0	0.85534591195
m5	mS	8	2	1.0	500	0.0237076428571	0.946051446302	0.990909090909	1.0	0.906666666667
m5	mS	8	3	0.5	10000	0.00338300438596	1.0	1.0	1.0	1.0
m5	mS	8	3	0.5	1000	0.0106452283951	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	3	0.5	200	0.0243930854938	0.934609995329	0.98961038961	0.926470588235	0.954545454545
m5	mS	8	3	0.5	500	0.0154638024691	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	3	0.8	10000	0.00406067134503	1.0	1.0	1.0	1.0
m5	mS	8	3	0.8	1000	0.0127794104938	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	3	0.8	200	0.0284501065359	0.976277034937	0.996103896104	1.0	0.957746478873
m5	mS	8	3	0.8	500	0.0183038432099	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	3	1.0	10000	0.00436642690058	1.0	1.0	1.0	1.0
m5	mS	8	3	1.0	1000	0.0138830746914	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	8	3	1.0	200	0.0306327143791	0.976277034937	0.996103896104	1.0	0.957746478873
m5	mS	8	3	1.0	500	0.0195694756173	0.991988013235	0.998701298701	1.0	0.985507246377
m5	mS	9	1	0.5	10000	0.00479711	0.972093023256	0.996996996997	1.0	0.948717948718
m5	mS	9	1	0.5	1000	0.0165573755556	0.847672778561	0.981981981982	0.972972972973	0.765957446809
m5	mS	9	1	0.5	200	0.0451823366667	0.52241537054	0.912912912913	1.0	0.389473684211
m5	mS	9	1	0.5	500	0.0292130533333	0.486603284356	0.900900900901	1.0	0.359223300971
m5	mS	9	1	0.8	10000	0.00610623384615	0.92023633678	0.990990990991	1.0	0.860465116279
m5	mS	9	1	0.8	1000	0.0199933244444	0.840381991814	0.98048048048	1.0	0.74
m5	mS	9	1	0.8	200	0.055482992	0.55737704918	0.923423423423	1.0	0.420454545455
m5	mS	9	1	0.8	500	0.0324105485714	0.698924731183	0.957957957958	0.972972972973	0.571428571429
m5	mS	9	1	1.0	10000	0.00684109230769	0.957613814757	0.995495495495	0.972972972973	0.947368421053
m5	mS	9	1	1.0	1000	0.0214057111111	0.840381991814	0.98048048048	1.0	0.74
m5	mS	9	1	1.0	200	0.05881031	0.486603284356	0.900900900901	1.0	0.359223300971
m5	mS	9	1	1.0	500	0.03010718	0.667413213886	0.95045045045	1.0	0.528571428571
m5	mS	9	2	0.5	10000	0.00438493352941	0.985871271586	0.998498498498	1.0	0.973684210526
m5	mS	9	2	0.5	1000	0.0126933686667	0.896103896104	0.987987987988	1.0	0.822222222222
m5	mS	9	2	0.5	200	0.0282700276923	0.736906211937	0.963963963964	1.0	0.606557377049
m5	mS	9	2	0.5	500	0.0184700914286	0.736906211937	0.963963963964	1.0	0.606557377049
m5	mS	9	2	0.8	10000	0.00476402111111	0.972093023256	0.996996996997	1.0	0.948717948718
m5	mS	9	2	0.8	1000	0.015360075	0.90802919708	0.989489489489	1.0	0.840909090909
m5	mS	9	2	0.8	200	0.0376155972727	0.596330275229	0.933933933934	1.0	0.456790123457
m5	mS	9	2	0.8	500	0.022305929375	0.90802919708	0.989489489489	1.0	0.840909090909
m5	mS	9	2	1.0	10000	0.00498616	0.985871271586	0.998498498498	1.0	0.973684210526
m5	mS	9	2	1.0	1000	0.017480898	0.92023633678	0.990990990991	1.0	0.860465116279
m5	mS	9	2	1.0	200	0.035477914	0.79042690815	0.972972972973	1.0	0.672727272727
m5	mS	9	2	1.0	500	0.0224343984211	0.972093023256	0.996996996997	1.0	0.948717948718
m5	mS	9	3	0.5	10000	0.003768	0.985871271586	0.998498498498	1.0	0.973684210526
m5	mS	9	3	0.5	1000	0.0120244744444	0.95865237366	0.995495495495	1.0	0.925
m5	mS	9	3	0.5	200	0.0276737219048	0.78104993598	0.971471471471	1.0	0.660714285714
m5	mS	9	3	0.5	500	0.0173076044444	0.884450784593	0.986486486486	1.0	0.804347826087
m5	mS	9	3	0.8	10000	0.00453905466667	0.985871271586	0.998498498498	1.0	0.973684210526
m5	mS	9	3	0.8	1000	0.0148351662745	0.90802919708	0.989489489489	1.0	0.840909090909
m5	mS	9	3	0.8	200	0.0326818557143	0.78104993598	0.971471471471	1.0	0.660714285714
m5	mS	9	3	0.8	500	0.0206494320833	0.896103896104	0.987987987988	1.0	0.822222222222
m5	mS	9	3	1.0	10000	0.00491578666667	0.985871271586	0.998498498498	1.0	0.973684210526
m5	mS	9	3	1.0	1000	0.0156851592593	0.95865237366	0.995495495495	1.0	0.925
m5	mS	9	3	1.0	200	0.0354007213333	0.79042690815	0.972972972973	1.0	0.672727272727
m5	mS	9	3	1.0	500	0.0221099037037	0.95865237366	0.995495495495	1.0	0.925
m5	S	10	1	0.5	10000	0.00761527833333	0.878211792663	0.978048780488	1.0	0.802197802198
m5	S	10	1	0.5	1000	0.0170546975	0.571430268331	0.892682926829	1.0	0.453416149068
m5	S	10	1	0.5	200	0.04060244	0.535480023852	0.884146341463	0.945205479452	0.43125
m5	S	10	1	0.5	500	0.0259354971429	0.544026599404	0.881707317073	1.0	0.429411764706
m5	S	10	1	0.8	10000	0.0091789	0.842859196091	0.970731707317	1.0	0.752577319588
m5	S	10	1	0.8	1000	0.0189492177778	0.820532462051	0.965853658537	1.0	0.722772277228
m5	S	10	1	0.8	200	0.0472658057143	0.513015935861	0.868292682927	1.0	0.403314917127
m5	S	10	1	0.8	500	0.0285931125	0.571430268331	0.892682926829	1.0	0.453416149068
m5	S	10	1	1.0	10000	0.00993507142857	0.860245422672	0.974390243902	1.0	0.776595744681
m5	S	10	1	1.0	1000	0.034633624	0.70202076059	0.943902439024	0.86301369863	0.636363636364
m5	S	10	1	1.0	200	0.0507013428571	0.474588985435	0.85	1.0	0.372448979592
m5	S	10	1	1.0	500	0.031065175	0.571430268331	0.892682926829	1.0	0.453416149068
m5	S	10	2	0.5	10000	0.00691699533333	0.909526072787	0.984146341463	1.0	0.848837209302
m5	S	10	2	0.5	1000	0.0141327946667	0.935897435897	0.989024390244	1.0	0.890243902439
m5	S	10	2	0.5	200	0.0352516675	0.544026599404	0.881707317073	1.0	0.429411764706
m5	S	10	2	0.5	500	0.02102961	0.866168334122	0.975609756098	1.0	0.784946236559
m5	S	10	2	0.8	10000	0.007852495	0.942684397225	0.990243902439	1.0	0.901234567901
m5	S	10	2	0.8	1000	0.0173087207143	0.935897435897	0.989024390244	1.0	0.890243902439
m5	S	10	2	0.8	200	0.0377323583333	0.848591888507	0.971951219512	1.0	0.760416666667
m5	S	10	2	0.8	500	0.0249864314286	0.903120727776	0.982926829268	1.0	0.83908045977
m5	S	10	2	1.0	10000	0.0084235375	0.942684397225	0.990243902439	1.0	0.901234567901
m5	S	10	2	1.0	1000	0.02602525	0.977854596522	0.996341463415	1.0	0.960526315789
m5	S	10	2	1.0	200	0.0393409490909	0.79391336136	0.959756097561	1.0	0.688679245283
m5	S	10	2	1.0	500	0.0295242615385	0.854386956171	0.973170731707	1.0	0.768421052632
m5	S	10	3	0.5	10000	0.00621882185185	1.0	1.0	1.0	1.0
m5	S	10	3	0.5	1000	0.0202550184314	0.96353351359	0.993902439024	1.0	0.935897435897
m5	S	10	3	0.5	200	0.0286730695238	0.758976500982	0.953658536585	0.945205479452	0.669902912621
m5	S	10	3	0.5	500	0.0181749355556	0.935897435897	0.989024390244	1.0	0.890243902439
m5	S	10	3	0.8	10000	0.00745140518519	1.0	1.0	1.0	1.0
m5	S	10	3	0.8	1000	0.0243833137255	0.96353351359	0.993902439024	1.0	0.935897435897
m5	S	10	3	0.8	200	0.0347262005128	0.783644423002	0.957317073171	1.0	0.675925925926
m5	S	10	3	0.8	500	0.0325108379167	0.942684397225	0.990243902439	1.0	0.901234567901
m5	S	10	3	1.0	10000	0.00800826740741	1.0	1.0	1.0	1.0
m5	S	10	3	1.0	1000	0.0252529074074	1.0	1.0	1.0	1.0
m5	S	10	3	1.0	200	0.0370757013333	0.935897435897	0.989024390244	1.0	0.890243902439
m5	S	10	3	1.0	500	0.0369578839216	0.96353351359	0.993902439024	1.0	0.935897435897
m5	S	15	1	0.5	10000	0.0072795	0.876422764228	0.988620199147	0.810810810811	0.967741935484
m5	S	15	1	0.5	1000	0.027328	0.790500424088	0.981507823613	0.702702702703	0.928571428571
m5	S	15	1	0.5	200	0.0604398857143	0.646450723639	0.961593172119	0.72972972973	0.613636363636
m5	S	15	1	0.5	500	0.0382481428571	0.714714714715	0.971550497866	0.72972972973	0.72972972973
m5	S	15	1	0.8	10000	0.00890958	0.803786574871	0.98293029872	0.702702702703	0.962962962963
m5	S	15	1	0.8	1000	0.0322230285714	0.666178623719	0.96586059744	0.702702702703	0.666666666667
m5	S	15	1	0.8	200	0.0718424571429	0.666178623719	0.96586059744	0.702702702703	0.666666666667
m5	S	15	1	0.8	500	0.04012835	0.766449746927	0.975817923186	0.810810810811	0.75
m5	S	15	1	1.0	10000	0.00961853333333	0.790500424088	0.981507823613	0.702702702703	0.928571428571
m5	S	15	1	1.0	1000	0.0347017428571	0.790500424088	0.981507823613	0.702702702703	0.928571428571
m5	S	15	1	1.0	200	0.069644125	0.603367003367	0.955903271693	0.702702702703	0.565217391304
m5	S	15	1	1.0	500	0.0444807775	0.684020245842	0.967283072546	0.72972972973	0.675
m5	S	15	2	0.5	10000	0.00527695571429	0.985915492958	0.998577524893	1.0	0.973684210526
m5	S	15	2	0.5	1000	0.0166599564286	0.944363103953	0.994310099573	0.972972972973	0.923076923077
m5	S	15	2	0.5	200	0.0389500438462	0.747853239657	0.975817923186	0.72972972973	0.794117647059
m5	S	15	2	0.5	500	0.0221543985714	0.810473815461	0.977240398293	1.0	0.698113207547
m5	S	15	2	0.8	10000	0.00651005785714	0.809364548495	0.98293029872	0.72972972973	0.931034482759
m5	S	15	2	0.8	1000	0.0201291153846	0.931308749096	0.992887624467	0.972972972973	0.9
m5	S	15	2	0.8	200	0.0421220678571	0.882150241213	0.98719772404	0.972972972973	0.818181818182
m5	S	15	2	0.8	500	0.0292817166667	0.931308749096	0.992887624467	0.972972972973	0.9
m5	S	15	2	1.0	10000	0.006793875	0.836488812392	0.985775248933	0.72972972973	1.0
m5	S	15	2	1.0	1000	0.0201698606667	0.944363103953	0.994310099573	0.972972972973	0.923076923077
m5	S	15	2	1.0	200	0.0497853846154	0.747853239657	0.975817923186	0.72972972973	0.794117647059
m5	S	15	2	1.0	500	0.0309184325	0.931308749096	0.992887624467	0.972972972973	0.9
m5	S	15	3	0.5	10000	0.00437646592593	0.985915492958	0.998577524893	1.0	0.973684210526
m5	S	15	3	0.5	1000	0.0134517364706	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	0.5	200	0.0301116827451	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	0.5	500	0.0191399341176	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	0.8	10000	0.0052429662963	0.985915492958	0.998577524893	1.0	0.973684210526
m5	S	15	3	0.8	1000	0.016112745098	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	0.8	200	0.0361315105882	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	0.8	500	0.0229051796078	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	1.0	10000	0.00561906296296	0.985915492958	0.998577524893	1.0	0.973684210526
m5	S	15	3	1.0	1000	0.0173160980392	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	1.0	200	0.0384838043137	0.958785249458	0.99573257468	1.0	0.925
m5	S	15	3	1.0	500	0.0243792768627	0.958785249458	0.99573257468	1.0	0.925
m5	S	26	1	0.5	10000	0.00685174333333	0.866695389918	0.978151260504	1.0	0.783333333333
m5	S	26	1	0.5	1000	0.0228263844444	0.814766266324	0.968067226891	1.0	0.712121212121
m5	S	26	1	0.5	200	0.0687314	0.473076009245	0.86218487395	1.0	0.364341085271
m5	S	26	1	0.5	500	0.0431126	0.45230125523	0.852100840336	1.0	0.348148148148
m5	S	26	1	0.8	10000	0.00870667272727	0.924298878569	0.988235294118	1.0	0.87037037037
m5	S	26	1	0.8	1000	0.0326996857143	0.491447346513	0.870588235294	1.0	0.379032258065
m5	S	26	1	0.8	200	0.0805608333333	0.473076009245	0.86218487395	1.0	0.364341085271
m5	S	26	1	0.8	500	0.0455415428571	0.487691798212	0.868907563025	1.0	0.376
m5	S	26	1	1.0	10000	0.01001638	0.727836413845	0.954621848739	0.872340425532	0.661290322581
m5	S	26	1	1.0	1000	0.0350794	0.527527792483	0.899159663866	0.872340425532	0.431578947368
m5	S	26	1	1.0	200	0.0777204857143	0.583791346058	0.917647058824	0.872340425532	0.488095238095
m5	S	26	1	1.0	500	0.0503912285714	0.532301256345	0.900840336134	0.872340425532	0.436170212766
m5	S	26	2	0.5	10000	0.00586779538462	0.924298878569	0.988235294118	1.0	0.87037037037
m5	S	26	2	0.5	1000	0.0196838391667	0.866695389918	0.978151260504	1.0	0.783333333333
m5	S	26	2	0.5	200	0.0526161344444	0.655566888111	0.929411764706	1.0	0.52808988764
m5	S	26	2	0.5	500	0.03119497	0.655566888111	0.929411764706	1.0	0.52808988764
m5	S	26	2	0.8	10000	0.00766903333333	0.934517040244	0.989915966387	1.0	0.88679245283
m5	S	26	2	0.8	1000	0.0236322091667	0.866695389918	0.978151260504	1.0	0.783333333333
m5	S	26	2	0.8	200	0.0536178081818	0.685719996003	0.93781512605	1.0	0.559523809524
m5	S	26	2	0.8	500	0.0325250027273	0.711440958189	0.944537815126	1.0	0.5875
m5	S	26	2	1.0	10000	0.00748495	0.934517040244	0.989915966387	1.0	0.88679245283
m5	S	26	2	1.0	1000	0.0241044425	0.885221752626	0.981512605042	1.0	0.810344827586
m5	S	26	2	1.0	200	0.0562282463636	0.655566888111	0.929411764706	1.0	0.52808988764
m5	S	26	2	1.0	500	0.0349812972727	0.655566888111	0.929411764706	1.0	0.52808988764
m5	S	26	3	0.5	10000	0.00549757333333	1.0	1.0	1.0	1.0
m5	S	26	3	0.5	1000	0.017398696	1.0	1.0	1.0	1.0
m5	S	26	3	0.5	200	0.0428943633333	0.718109676655	0.946218487395	1.0	0.594936708861
m5	S	26	3	0.5	500	0.0254954314286	0.823062943995	0.96974789916	1.0	0.723076923077
m5	S	26	3	0.8	10000	0.00660962222222	1.0	1.0	1.0	1.0
m5	S	26	3	0.8	1000	0.02096772	1.0	1.0	1.0	1.0
m5	S	26	3	0.8	200	0.0474525542857	0.823062943995	0.96974789916	1.0	0.723076923077
m5	S	26	3	0.8	500	0.0293931137778	1.0	1.0	1.0	1.0
m5	S	26	3	1.0	10000	0.00711007111111	1.0	1.0	1.0	1.0
m5	S	26	3	1.0	1000	0.0225124	1.0	1.0	1.0	1.0
m5	S	26	3	1.0	200	0.0509678485714	0.823062943995	0.96974789916	1.0	0.723076923077
m5	S	26	3	1.0	500	0.0319067208889	1.0	1.0	1.0	1.0
m5	S	27	1	0.5	10000	0.00660906142857	1.0	1.0	1.0	1.0
m5	S	27	1	0.5	1000	0.0175639333333	0.673063352092	0.95282146161	0.621052631579	0.797297297297
m5	S	27	1	0.5	200	0.039721	0.545441095165	0.900092506938	0.842105263158	0.462427745665
m5	S	27	1	0.5	500	0.025790215	0.673063352092	0.95282146161	0.621052631579	0.797297297297
m5	S	27	1	0.8	10000	0.00793365428571	0.994257056489	0.99907493062	1.0	0.989583333333
m5	S	27	1	0.8	1000	0.0186072472727	0.889828246405	0.980573543016	1.0	0.818965517241
m5	S	27	1	0.8	200	0.0478173125	0.673063352092	0.95282146161	0.621052631579	0.797297297297
m5	S	27	1	0.8	500	0.0281826111111	0.844106605384	0.971322849214	1.0	0.753968253968
m5	S	27	1	1.0	10000	0.00868304285714	1.0	1.0	1.0	1.0
m5	S	27	1	1.0	1000	0.0219939	0.722506401868	0.962072155412	0.621052631579	0.921875
m5	S	27	1	1.0	200	0.050518845	0.673063352092	0.95282146161	0.621052631579	0.797297297297
m5	S	27	1	1.0	500	0.02905986	0.889828246405	0.980573543016	1.0	0.818965517241
m5	S	27	2	0.5	10000	0.00622901533333	1.0	1.0	1.0	1.0
m5	S	27	2	0.5	1000	0.01482907	0.904325934959	0.983348751156	1.0	0.840707964602
m5	S	27	2	0.5	200	0.0375014655556	0.792836473046	0.962997224792	0.915789473684	0.731092436975
m5	S	27	2	0.5	500	0.02229957	0.875701883827	0.977798334875	1.0	0.798319327731
m5	S	27	2	0.8	10000	0.00776774142857	1.0	1.0	1.0	1.0
m5	S	27	2	0.8	1000	0.0175971561538	0.977349872187	0.996299722479	1.0	0.959595959596
m5	S	27	2	0.8	200	0.041747259	0.831120137479	0.968547641073	1.0	0.736434108527
m5	S	27	2	0.8	500	0.0264992727273	0.904325934959	0.983348751156	1.0	0.840707964602
m5	S	27	2	1.0	10000	0.0083075	1.0	1.0	1.0	1.0
m5	S	27	2	1.0	1000	0.0191670378571	0.977349872187	0.996299722479	1.0	0.959595959596
m5	S	27	2	1.0	200	0.044673392	0.875701883827	0.977798334875	1.0	0.798319327731
m5	S	27	2	1.0	500	0.0274264069231	0.929354574383	0.987974098057	1.0	0.87962962963
m5	S	27	3	0.5	10000	0.00577028208333	1.0	1.0	1.0	1.0
m5	S	27	3	0.5	1000	0.0134418519048	0.929354574383	0.987974098057	1.0	0.87962962963
m5	S	27	3	0.5	200	0.0284680779487	0.833033556713	0.971322849214	0.915789473684	0.790909090909
m5	S	27	3	0.5	500	0.0185162107692	0.924259561392	0.987049028677	1.0	0.871559633028
m5	S	27	3	0.8	10000	0.00691191125	1.0	1.0	1.0	1.0
m5	S	27	3	0.8	1000	0.0156930502222	0.977349872187	0.996299722479	1.0	0.959595959596
m5	S	27	3	0.8	200	0.0351564427778	0.875701883827	0.977798334875	1.0	0.798319327731
m5	S	27	3	0.8	500	0.0231176957143	0.929354574383	0.987974098057	1.0	0.87962962963
m5	S	27	3	1.0	10000	0.00743404583333	1.0	1.0	1.0	1.0
m5	S	27	3	1.0	1000	0.0169235697778	0.977349872187	0.996299722479	1.0	0.959595959596
m5	S	27	3	1.0	200	0.0383574092308	0.904325934959	0.983348751156	1.0	0.840707964602
m5	S	27	3	1.0	500	0.0247339380952	0.929354574383	0.987974098057	1.0	0.87962962963
m5	S	40	1	0.5	10000	0.00698772619048	0.801451070607	0.978609625668	0.962962962963	0.702702702703
m5	S	40	1	0.5	1000	0.0236891444444	0.608895705521	0.946524064171	0.962962962963	0.472727272727
m5	S	40	1	0.5	200	0.0531153703704	0.608895705521	0.946524064171	0.962962962963	0.472727272727
m5	S	40	1	0.5	500	0.0337924814815	0.554389128615	0.934046345811	0.962962962963	0.41935483871
m5	S	40	1	0.8	10000	0.00824610952381	0.815233989042	0.980392156863	0.962962962963	0.722222222222
m5	S	40	1	0.8	1000	0.0262017285714	0.673201124535	0.959001782531	0.962962962963	0.541666666667
m5	S	40	1	0.8	200	0.0612733703704	0.681383806208	0.959001782531	1.0	0.54
m5	S	40	1	0.8	500	0.0360665	0.738289289537	0.969696969697	0.962962962963	0.619047619048
m5	S	40	1	1.0	10000	0.00896711666667	0.815233989042	0.980392156863	0.962962962963	0.722222222222
m5	S	40	1	1.0	1000	0.0304431319444	0.644278606965	0.953654188948	0.962962962963	0.509803921569
m5	S	40	1	1.0	200	0.067362635	0.617425044092	0.948306595365	0.962962962963	0.481481481481
m5	S	40	1	1.0	500	0.0391240027778	0.757063981812	0.971479500891	1.0	0.627906976744
m5	S	40	2	0.5	10000	0.00610894583333	1.0	1.0	1.0	1.0
m5	S	40	2	0.5	1000	0.0186984736111	0.944559739105	0.994652406417	1.0	0.9
m5	S	40	2	0.5	200	0.0437058732143	0.738289289537	0.969696969697	0.962962962963	0.619047619048
m5	S	40	2	0.5	500	0.027669927381	0.757063981812	0.971479500891	1.0	0.627906976744
m5	S	40	2	0.8	10000	0.00723638009259	0.980196971301	0.998217468806	0.962962962963	1.0
m5	S	40	2	0.8	1000	0.0218907324561	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	2	0.8	200	0.0513253327381	0.757063981812	0.971479500891	1.0	0.627906976744
m5	S	40	2	0.8	500	0.0327136311111	0.910586210194	0.991087344029	1.0	0.84375
m5	S	40	2	1.0	10000	0.00733663333333	1.0	1.0	1.0	1.0
m5	S	40	2	1.0	1000	0.0238538259259	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	2	1.0	200	0.0548808422619	0.738289289537	0.969696969697	0.962962962963	0.619047619048
m5	S	40	2	1.0	500	0.0374738266667	0.910586210194	0.991087344029	1.0	0.84375
m5	S	40	3	0.5	10000	0.00558390472222	1.0	1.0	1.0	1.0
m5	S	40	3	0.5	1000	0.0180067423977	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	3	0.5	200	0.0406144496528	0.910586210194	0.991087344029	1.0	0.84375
m5	S	40	3	0.5	500	0.0238668114198	0.962412060302	0.996434937611	1.0	0.931034482759
m5	S	40	3	0.8	10000	0.00669082861111	1.0	1.0	1.0	1.0
m5	S	40	3	0.8	1000	0.0214739122807	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	3	0.8	200	0.0457455637255	0.910586210194	0.991087344029	1.0	0.84375
m5	S	40	3	0.8	500	0.0304708002924	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	3	1.0	10000	0.00718309222222	1.0	1.0	1.0	1.0
m5	S	40	3	1.0	1000	0.0231126128655	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	40	3	1.0	200	0.0489478454248	0.910586210194	0.991087344029	1.0	0.84375
m5	S	40	3	1.0	500	0.0326990149123	0.980881300481	0.998217468806	1.0	0.964285714286
m5	S	42	1	0.5	10000	0.00783849692308	0.835164835165	0.980769230769	0.911111111111	0.788461538462
m5	S	42	1	0.5	1000	0.018476666	0.844249201278	0.980769230769	0.977777777778	0.758620689655
m5	S	42	1	0.5	200	0.0477650425	0.816749585406	0.978205128205	0.911111111111	0.759259259259
m5	S	42	1	0.5	500	0.0284812771429	0.743737166324	0.969230769231	0.844444444444	0.690909090909
m5	S	42	1	0.8	10000	0.0102500727273	0.807802874743	0.976923076923	0.911111111111	0.745454545455
m5	S	42	1	0.8	1000	0.0306096333333	0.844643619292	0.982051282051	0.911111111111	0.803921568627
m5	S	42	1	0.8	200	0.0469821866667	0.757481539059	0.969230769231	0.911111111111	0.672131147541
m5	S	42	1	0.8	500	0.029448356	0.835164835165	0.980769230769	0.911111111111	0.788461538462
m5	S	42	1	1.0	10000	0.0108451272727	0.807802874743	0.976923076923	0.911111111111	0.745454545455
m5	S	42	1	1.0	1000	0.0326030333333	0.844643619292	0.982051282051	0.911111111111	0.803921568627
m5	S	42	1	1.0	200	0.0501041777778	0.757481539059	0.969230769231	0.911111111111	0.672131147541
m5	S	42	1	1.0	500	0.04616705	0.854310344828	0.983333333333	0.911111111111	0.82
m5	S	42	2	0.5	10000	0.00697133	0.923076923077	0.991025641026	1.0	0.865384615385
m5	S	42	2	0.5	1000	0.0140602233333	0.891167852658	0.987179487179	0.977777777778	0.830188679245
m5	S	42	2	0.5	200	0.0310910592857	0.844643619292	0.982051282051	0.911111111111	0.803921568627
m5	S	42	2	0.5	500	0.0206659642857	0.881426202322	0.985897435897	0.977777777778	0.814814814815
m5	S	42	2	0.8	10000	0.00867557647059	0.911224925309	0.989743589744	0.977777777778	0.862745098039
m5	S	42	2	0.8	1000	0.0269760964286	0.864170657379	0.984615384615	0.911111111111	0.836734693878
m5	S	42	2	0.8	200	0.0378737284615	0.874244256348	0.984615384615	1.0	0.789473684211
m5	S	42	2	0.8	500	0.0249486776923	0.883645240033	0.985897435897	1.0	0.803571428571
m5	S	42	2	1.0	10000	0.00985348	0.893223819302	0.987179487179	1.0	0.818181818182
m5	S	42	2	1.0	1000	0.0264286	0.894973070018	0.988461538462	0.911111111111	0.891304347826
m5	S	42	2	1.0	200	0.0401058671429	0.83832102604	0.979487179487	1.0	0.737704918033
m5	S	42	2	1.0	500	0.0385926266667	0.85328496574	0.982051282051	0.977777777778	0.771929824561
m5	S	42	3	0.5	10000	0.00676952190476	1.0	1.0	1.0	1.0
m5	S	42	3	0.5	1000	0.0166519796667	0.988330341113	0.998717948718	1.0	0.978260869565
m5	S	42	3	0.5	200	0.0327872392982	0.8820861678	0.987179487179	0.888888888889	0.888888888889
m5	S	42	3	0.5	500	0.0239181985965	0.95472355246	0.994871794872	1.0	0.918367346939
m5	S	42	3	0.8	10000	0.00811495206349	1.0	1.0	1.0	1.0
m5	S	42	3	0.8	1000	0.0256671920635	1.0	1.0	1.0	1.0
m5	S	42	3	0.8	200	0.0391240037037	0.943965517241	0.99358974359	1.0	0.9
m5	S	42	3	0.8	500	0.0243551849123	0.976899155931	0.997435897436	1.0	0.957446808511
m5	S	42	3	1.0	10000	0.00871450984127	1.0	1.0	1.0	1.0
m5	S	42	3	1.0	1000	0.0275226590476	1.0	1.0	1.0	1.0
m5	S	42	3	1.0	200	0.0411740362963	0.943965517241	0.99358974359	1.0	0.9
m5	S	42	3	1.0	500	0.0390200393651	1.0	1.0	1.0	1.0
m5	S	4	1	0.5	10000	0.006504124	0.970158848307	0.993055555556	0.985074626866	0.963503649635
